Date,Price,Open,High,Low,Vol.,Change %
5/27/2008,12548.35,12479.63,12572.53,12442.59,201.53M,0.0055
5/23/2008,12479.63,12620.9,12621.96,12460.09,190.21M,-0.0116
5/22/2008,12625.62,12597.69,12669.34,12591.34,216.36M,0.0019
5/21/2008,12601.19,12824.94,12862.47,12573.67,265.81M,-0.0177
5/20/2008,12828.68,13026.04,13026.04,12781.78,265.22M,-0.0153
5/19/2008,13028.16,12985.41,13136.69,12963.76,193.77M,0.0032
5/16/2008,12986.8,12992.74,13001.94,12893.49,249.26M,-0.0005
5/15/2008,12992.66,12891.29,12999.5,12854.98,217.78M,0.0073
5/14/2008,12898.38,12825.12,12993.15,12825.12,206.82M,0.0052
5/13/2008,12832.18,12872.08,12891.37,12780.97,236.71M,-0.0034
5/12/2008,12876.31,12745.55,12904.16,12740.5,198.11M,0.0102
5/9/2008,12745.88,12860.68,12861.41,12715.02,180.24M,-0.0094
5/8/2008,12866.78,12814.84,12909.86,12794.81,195.57M,0.0041
5/7/2008,12814.35,13010.82,13036.71,12796.19,235.00M,-0.0159
5/6/2008,13020.83,12968.89,13046.15,12863.2,199.37M,0.004
5/5/2008,12969.54,13056.57,13058.45,12939.74,197.81M,-0.0068
5/2/2008,13058.2,13012.53,13132.46,12981.83,205.41M,0.0037
5/1/2008,13010,12818.34,13029.05,12793.1,245.48M,0.0148
4/30/2008,12820.13,12831.45,13010,12808.98,255.07M,-0.0009
4/29/2008,12831.94,12870.37,12889.83,12804.66,218.02M,-0.0031
4/28/2008,12871.75,12890.72,12938.76,12857.5,222.29M,-0.0016
4/25/2008,12891.86,12848.38,12909.2,12742.78,240.76M,0.0033
4/24/2008,12848.95,12764.68,12942.26,12706.63,249.92M,0.0067
4/23/2008,12763.22,12721.45,12837.39,12703.05,244.12M,0.0034
4/22/2008,12720.23,12825.02,12825.26,12656.56,214.95M,-0.0082
4/21/2008,12825.02,12850.91,12850.91,12751.17,192.40M,-0.0019
4/18/2008,12849.36,12626.76,12893.98,12626.76,304.03M,0.0181
4/17/2008,12620.49,12617.4,12656.56,12563.25,217.00M,0.0001
4/16/2008,12619.27,12371.51,12625.78,12371.51,269.49M,0.0208
4/15/2008,12362.47,12303.6,12387.79,12269.81,208.95M,0.0049
4/14/2008,12302.06,12324.77,12367.6,12280.4,216.01M,-0.0019
4/11/2008,12325.42,12579.78,12580.27,12302.06,286.85M,-0.0204
4/10/2008,12581.98,12526.78,12649.31,12497.22,227.34M,0.0044
4/9/2008,12527.26,12574.65,12621.55,12468.97,194.95M,-0.0039
4/8/2008,12576.44,12602.66,12607.3,12525.8,197.20M,-0.0029
4/7/2008,12612.43,12612.59,12733.66,12583.28,198.07M,0.0002
4/4/2008,12609.42,12626.35,12688.48,12528.16,181.26M,-0.0013
4/3/2008,12626.03,12604.69,12675.12,12527.75,183.86M,0.0016
4/2/2008,12605.83,12651.67,12696.29,12555.17,232.76M,-0.0038
4/1/2008,12654.36,12266.64,12659.82,12266.47,295.53M,0.0319
3/31/2008,12262.89,12215.92,12326.47,12176.11,273.61M,0.0038
3/28/2008,12216.4,12303.92,12382.16,12196.87,209.00M,-0.007
3/27/2008,12302.46,12421.88,12476.76,12293.34,235.39M,-0.0097
3/26/2008,12422.86,12531.79,12531.95,12376.7,235.02M,-0.0088
3/25/2008,12532.6,12547.34,12571.84,12449.08,237.65M,-0.0013
3/24/2008,12548.64,12361.97,12622.07,12361.97,264.32M,0.0152
3/20/2008,12361.32,12102.43,12378.74,12097.87,502.65M,0.0216
3/19/2008,12099.66,12391.52,12461.53,12095.1,328.46M,-0.0236
3/18/2008,12392.66,11975.92,12392.66,11975.84,367.78M,0.0351
3/17/2008,11972.25,11946.45,12076.22,11756.6,382.89M,0.0018
3/14/2008,11951.09,12146.39,12193.61,11832.72,380.81M,-0.016
3/13/2008,12145.74,12096.49,12215.35,11875.78,336.26M,0.0029
3/12/2008,12110.24,12148.61,12303.35,12092.25,288.13M,-0.0038
3/11/2008,12156.81,11741.33,12160.8,11741.01,372.33M,0.0355
3/10/2008,11740.15,11893.04,11926.5,11731.6,312.02M,-0.0129
3/7/2008,11893.69,12039.09,12094.21,11819.69,307.58M,-0.0122
3/6/2008,12040.39,12254.59,12254.59,12026.07,283.10M,-0.0175
3/5/2008,12254.99,12204.93,12349.67,12140.53,304.57M,0.0034
3/4/2008,12213.8,12259.14,12259.23,12032.42,347.72M,-0.0037
3/3/2008,12258.9,12264.36,12281.37,12161.05,259.73M,-0.0006
2/29/2008,12266.39,12579.58,12580.15,12223.57,351.87M,-0.0251
2/28/2008,12582.18,12689.28,12689.44,12536.43,247.27M,-0.0088
2/27/2008,12694.28,12683.54,12756.56,12609.37,263.72M,0.0007
2/26/2008,12684.92,12569.48,12734.18,12512.41,291.76M,0.0091
2/25/2008,12570.22,12380.77,12584.62,12341.04,288.60M,0.0153
2/22/2008,12381.02,12281.09,12397.79,12155.26,307.09M,0.0079
2/21/2008,12284.3,12426.85,12503.46,12247.34,293.42M,-0.0115
2/20/2008,12427.26,12333.31,12464.06,12227.72,297.99M,0.0073
2/19/2008,12337.22,12349.59,12505.25,12304.08,257.55M,-0.0009
2/15/2008,12348.21,12376.66,12376.66,12278.62,289.80M,-0.0023
2/14/2008,12376.98,12551.51,12557.61,12361.46,233.78M,-0.014
2/13/2008,12552.24,12368.12,12573.13,12367.8,236.29M,0.0145
2/12/2008,12373.41,12241.56,12469.41,12241.56,256.97M,0.0109
2/11/2008,12240.01,12181.89,12252.12,12069.47,268.10M,0.0048
2/8/2008,12182.13,12248.47,12281.88,12103.37,262.20M,-0.0053
2/7/2008,12247,12196.2,12332.52,12120.44,326.20M,0.0038
2/6/2008,12200.1,12257.25,12390.32,12178.15,296.36M,-0.0053
2/5/2008,12265.13,12631.85,12631.93,12264.07,334.38M,-0.0293
2/4/2008,12635.16,12743.11,12749.78,12621.83,237.41M,-0.0085
2/1/2008,12743.19,12638.17,12767.74,12602.32,379.58M,0.0073
1/31/2008,12650.36,12438.28,12702.38,12249.93,394.33M,0.0167
1/30/2008,12442.83,12480.14,12681.41,12406.17,334.68M,-0.003
1/29/2008,12480.3,12385.19,12503.15,12346.99,285.09M,0.0078
1/28/2008,12383.89,12205.71,12386.01,12112.14,278.99M,0.0145
1/25/2008,12207.17,12391.7,12486.89,12183.68,393.66M,-0.0138
1/24/2008,12378.61,12272.69,12399.18,12241.8,387.90M,0.0088
1/23/2008,12270.17,11969.08,12276.67,11644.81,536.52M,0.025
1/22/2008,11971.19,12092.72,12092.72,11634.82,506.50M,-0.0106
1/18/2008,12099.3,12159.94,12341.54,12022.48,483.30M,-0.0049
1/17/2008,12159.21,12467.05,12517.61,12125.56,439.83M,-0.0246
1/16/2008,12466.16,12476.81,12613.13,12392.27,500.04M,-0.0028
1/15/2008,12501.11,12777.5,12777.5,12488.76,339.69M,-0.0217
1/14/2008,12778.15,12613.78,12794.57,12613.7,245.37M,0.0136
1/11/2008,12606.3,12850.74,12851.14,12543.87,301.89M,-0.0192
1/10/2008,12853.09,12733.11,12931.29,12632.15,325.33M,0.0092
1/9/2008,12735.31,12590.21,12738.64,12501.76,332.90M,0.0116
1/8/2008,12589.07,12820.9,12906.42,12565.41,322.69M,-0.0186
1/7/2008,12827.49,12801.15,12884.15,12733.84,306.70M,0.0021
1/4/2008,12800.18,13046.56,13046.72,12789.04,304.21M,-0.0196
1/3/2008,13056.72,13044.12,13137.93,13023.56,200.62M,0.001
1/2/2008,13043.96,13261.82,13279.54,12991.37,239.58M,-0.0167
12/31/2007,13264.82,13364.16,13364.73,13246.53,167.24M,-0.0076
12/28/2007,13365.87,13361.23,13451.38,13298.15,142.93M,0.0005
12/27/2007,13359.61,13549.17,13551.04,13349.28,145.77M,-0.0142
12/26/2007,13551.69,13547.95,13563.32,13492.68,122.41M,0.0002
12/24/2007,13549.33,13450.73,13563.48,13449.27,86.40M,0.0073
12/21/2007,13450.65,13241.66,13473.98,13241.57,430.60M,0.0155
12/20/2007,13245.64,13206.46,13288.4,13153.62,203.91M,0.0029
12/19/2007,13207.27,13231.98,13300.43,13146.79,208.33M,-0.0019
12/18/2007,13232.47,13168.66,13279.46,13092,233.02M,0.005
12/17/2007,13167.2,13339.2,13339.45,13158.42,243.39M,-0.0129
12/14/2007,13339.85,13515.11,13515.36,13332.13,245.59M,-0.0132
12/13/2007,13517.96,13473.98,13527.63,13353.92,248.80M,0.0033
12/12/2007,13473.9,13434.8,13704.52,13321.64,310.47M,0.0031
12/11/2007,13432.77,13726.87,13780.11,13413.74,280.63M,-0.0214
12/10/2007,13727.03,13623.55,13754.02,13623.55,190.22M,0.0074
12/7/2007,13625.58,13618.27,13668.1,13601.36,179.42M,0.0004
12/6/2007,13619.89,13445.85,13632.9,13426.18,197.27M,0.013
12/5/2007,13444.96,13244.01,13460.24,13244.01,256.80M,0.0148
12/4/2007,13248.73,13311.24,13316.28,13237.59,204.94M,-0.0049
12/3/2007,13314.57,13368.22,13407.24,13296.28,212.17M,-0.0043
11/30/2007,13371.72,13314.25,13466.99,13281.65,312.57M,0.0045
11/29/2007,13311.73,13287.91,13346.27,13214.75,201.41M,0.0017
11/28/2007,13289.45,12958.04,13325.87,12958.04,310.08M,0.0255
11/27/2007,12958.44,12744.78,12991.85,12744.78,296.07M,0.0169
11/26/2007,12743.44,12979.99,13037.3,12724.09,265.61M,-0.0183
11/23/2007,12980.88,12796.07,12980.88,12796.07,122.25M,0.0142
11/21/2007,12799.04,13006.65,13007.71,12786.03,284.55M,-0.0162
11/20/2007,13010.14,12955.92,13107.37,12839.68,325.81M,0.004
11/19/2007,12958.44,13176.3,13176.3,12937.63,285.79M,-0.0166
11/16/2007,13176.79,13109.48,13211.17,13050.55,314.92M,0.0051
11/15/2007,13110.05,13230.68,13262.14,13055.83,242.57M,-0.0091
11/14/2007,13231.01,13305.47,13367.17,13197.84,267.51M,-0.0057
11/13/2007,13307.09,12975.11,13319.45,12975.11,298.25M,0.0246
11/12/2007,12987.55,13039.16,13162.64,12981.04,291.98M,-0.0042
11/9/2007,13042.74,13261.17,13262.14,13017.3,356.84M,-0.0169
11/8/2007,13266.29,13299.7,13354,13079.48,403.68M,-0.0025
11/7/2007,13300.02,13646.72,13647.29,13285.63,273.05M,-0.0264
11/6/2007,13660.94,13542.34,13669.72,13511.86,252.36M,0.0087
11/5/2007,13543.4,13592.58,13618.27,13446.91,259.59M,-0.0038
11/2/2007,13595.1,13569.9,13632.9,13446.02,279.78M,0.002
11/1/2007,13567.87,13924.16,13924.16,13548.93,335.56M,-0.026
10/31/2007,13930.01,13792.06,13962.53,13767.68,277.66M,0.01
10/30/2007,13792.47,13869.04,13869.29,13778.41,189.73M,-0.0056
10/29/2007,13870.26,13807.35,13901.4,13805.31,207.93M,0.0046
10/26/2007,13806.7,13675.66,13811.25,13675.25,311.39M,0.0099
10/25/2007,13671.92,13677.85,13741.26,13547.63,274.33M,-0.0002
10/24/2007,13675.25,13675.58,13690.45,13470.16,259.15M,-0.0001
10/23/2007,13676.23,13568.93,13684.6,13540.88,206.55M,0.0081
10/22/2007,13566.97,13521.62,13587.22,13407.49,229.44M,0.0033
10/19/2007,13522.02,13888.47,13888.47,13511.94,332.35M,-0.0264
10/18/2007,13888.96,13887.9,13913.75,13820.35,205.54M,-0.0003
10/17/2007,13892.54,13920.66,14012.84,13774.67,315.42M,-0.0015
10/16/2007,13912.94,13986.34,13992.03,13877.9,229.92M,-0.0051
10/15/2007,13984.8,14092.43,14118.52,13904.32,220.49M,-0.0077
10/12/2007,14093.08,14016.34,14101.77,14013.74,178.74M,0.0056
10/11/2007,14015.12,14079.1,14198.1,13950.25,235.09M,-0.0045
10/10/2007,14078.69,14165.02,14165.02,14009.51,163.28M,-0.0061
10/9/2007,14164.53,14043.73,14166.97,14034.39,176.74M,0.0086
10/8/2007,14043.73,14065.36,14067.96,14009.67,116.42M,-0.0016
10/5/2007,14066.01,13969.07,14124.54,13968.83,183.54M,0.0066
10/4/2007,13974.31,13967.89,14010.41,13951.63,143.30M,0.0004
10/3/2007,13968.05,14038.86,14038.94,13947.73,178.92M,-0.0056
10/2/2007,14047.31,14087.14,14107.47,14012.11,169.27M,-0.0029
10/1/2007,14087.55,13895.71,14115.51,13893.51,205.72M,0.0138
9/28/2007,13895.63,13912.94,13924.81,13850.27,203.03M,-0.0012
9/27/2007,13912.94,13879.53,13920.42,13868.15,156.92M,0.0025
9/26/2007,13878.15,13779.3,13915.79,13779.3,206.56M,0.0072
9/25/2007,13778.65,13757.84,13787.19,13696.31,213.04M,0.0014
9/24/2007,13759.06,13821.57,13874.41,13750.93,236.69M,-0.0044
9/21/2007,13820.19,13768.33,13877.17,13768.25,419.39M,0.0039
9/20/2007,13766.7,13813.52,13822.14,13741.01,200.88M,-0.0035
9/19/2007,13815.56,13740.61,13867.5,13739.88,276.59M,0.0055
9/18/2007,13739.39,13403.18,13739.96,13403.18,277.63M,0.0251
9/17/2007,13403.42,13441.95,13451.54,13362.37,169.72M,-0.0029
9/14/2007,13442.52,13421.39,13459.75,13323.84,204.78M,0.0013
9/13/2007,13424.88,13292.38,13469.27,13292.38,209.95M,0.01
9/12/2007,13291.65,13298.31,13360.01,13263.03,195.28M,-0.0013
9/11/2007,13308.39,13129.4,13325.95,13129.15,200.16M,0.0138
9/10/2007,13127.85,13116.39,13207.19,13021.93,221.76M,0.0011
9/7/2007,13113.38,13360.74,13360.83,13082.17,238.30M,-0.0187
9/6/2007,13363.35,13306.44,13398.71,13274.82,203.60M,0.0044
9/5/2007,13305.47,13442.85,13443.17,13248.24,231.85M,-0.0107
9/4/2007,13448.86,13358.39,13494.06,13317.5,262.26M,0.0068
8/31/2007,13357.74,13240.84,13428.95,13240.84,234.92M,0.009
8/30/2007,13238.73,13287.91,13315.14,13184.59,193.24M,-0.0038
8/29/2007,13289.29,13043.07,13293.44,13043.07,227.44M,0.019
8/28/2007,13041.85,13318.43,13318.6,13034.78,230.47M,-0.021
8/27/2007,13322.13,13377.16,13387.33,13305.55,152.44M,-0.0042
8/24/2007,13378.87,13231.78,13381.47,13208.65,186.06M,0.0108
8/23/2007,13235.88,13237.27,13298.64,13169.15,198.16M,0
8/22/2007,13236.13,13088.26,13248.08,13088.26,205.53M,0.0111
8/21/2007,13090.86,13120.05,13178.33,13052.17,204.00M,-0.0023
8/20/2007,13121.35,13078.51,13181.66,12982.75,231.80M,0.0032
8/17/2007,13079.08,12848.05,13167.68,12847.81,423.94M,0.0182
8/16/2007,12845.78,12859.52,12885.85,12517.94,457.15M,-0.0012
8/15/2007,12861.47,13021.93,13119.32,12834.24,272.76M,-0.0129
8/14/2007,13028.92,13235.72,13269.78,13018.27,269.12M,-0.0157
8/13/2007,13236.53,13238.24,13338.15,13219.46,215.26M,-0.0002
8/10/2007,13239.54,13270.59,13306.52,13057.86,338.56M,-0.0023
8/9/2007,13270.68,13652.33,13652.33,13270.68,362.49M,-0.0283
8/8/2007,13657.86,13497.23,13695.82,13484.79,288.04M,0.0114
8/7/2007,13504.3,13467.72,13608.11,13347.17,273.34M,0.0026
8/6/2007,13468.78,13183.13,13470.16,13158.58,311.81M,0.0218
8/3/2007,13181.91,13462.25,13471.79,13175.24,301.80M,-0.0209
8/2/2007,13463.33,13357.82,13503.33,13350.42,264.83M,0.0076
8/1/2007,13362.37,13211.09,13393.02,13132.65,355.96M,0.0114
7/31/2007,13211.99,13360.66,13498.53,13199.79,319.89M,-0.011
7/30/2007,13358.31,13266.21,13397.73,13219.14,295.45M,0.007
7/27/2007,13265.47,13472.68,13520.8,13265.47,337.12M,-0.0154
7/26/2007,13473.57,13783.12,13783.45,13335.3,426.88M,-0.0226
7/25/2007,13785.07,13718.25,13822.22,13674.84,266.86M,0.005
7/24/2007,13716.95,13940.9,13940.99,13701.59,296.99M,-0.0162
7/23/2007,13943.42,13851.73,13973.99,13851.73,237.45M,0.0067
7/20/2007,13851.08,14000.73,14009.27,13797.67,377.65M,-0.0107
7/19/2007,14000.41,13918.79,14015.85,13918.79,265.39M,0.0059
7/18/2007,13918.22,13955.05,13965.94,13823.6,324.40M,-0.0038
7/17/2007,13971.55,13951.96,14021.95,13942.85,266.02M,0.0015
7/16/2007,13950.98,13907.09,13989.11,13894.98,209.07M,0.0031
7/13/2007,13907.25,13859.86,13932.29,13845.88,223.82M,0.0033
7/12/2007,13861.73,13579.33,13869.94,13579.17,300.52M,0.0209
7/11/2007,13577.87,13500.4,13590.95,13474.79,224.41M,0.0056
7/10/2007,13501.7,13648.59,13649.24,13496.17,274.42M,-0.0109
7/9/2007,13649.97,13612.66,13670.46,13609,192.84M,0.0028
7/6/2007,13611.68,13559.01,13633.63,13537.95,176.04M,0.0034
7/5/2007,13565.84,13576.24,13580.06,13513.49,188.84M,-0.0008
7/3/2007,13577.3,13531.53,13591.69,13531.53,111.58M,0.0031
7/2/2007,13535.43,13409.6,13537.87,13409.52,196.41M,0.0095
6/29/2007,13408.62,13422.61,13524.54,13314,262.11M,-0.001
6/28/2007,13422.28,13427.48,13498.29,13389.28,207.13M,-0.0004
6/27/2007,13427.73,13336.93,13433.01,13259.86,246.02M,0.0068
6/26/2007,13337.66,13352.37,13452.52,13308.72,240.95M,-0.0011
6/25/2007,13352.05,13360.09,13488.77,13299.78,251.72M,-0.0006
6/22/2007,13360.26,13545.03,13545.11,13359.69,380.87M,-0.0137
6/21/2007,13545.84,13486.66,13564.21,13398.87,241.17M,0.0042
6/20/2007,13489.42,13636.56,13674.36,13483.25,274.67M,-0.0107
6/19/2007,13635.42,13611.68,13652.17,13577.22,233.72M,0.0016
6/18/2007,13612.98,13639,13667.94,13608.76,174.38M,-0.0019
6/15/2007,13639.48,13556.65,13688.66,13556.49,425.08M,0.0063
6/14/2007,13553.72,13482.43,13581.61,13479.35,228.68M,0.0053
6/13/2007,13482.35,13287.62,13485.12,13287.62,253.05M,0.0141
6/12/2007,13295.01,13424.39,13449.5,13294.61,233.42M,-0.0097
6/11/2007,13424.96,13423.74,13478.11,13381.64,180.25M,0
6/8/2007,13424.39,13267.14,13431.22,13251.53,242.00M,0.0119
6/7/2007,13266.73,13463.48,13480.22,13259.82,298.88M,-0.0148
6/6/2007,13465.67,13590.66,13591.07,13437.31,236.83M,-0.0095
6/5/2007,13595.46,13673.19,13673.51,13551,223.04M,-0.0059
6/4/2007,13676.32,13667.21,13690.38,13618.78,177.83M,0.0006
6/1/2007,13668.11,13628.69,13692,13624.39,212.78M,0.003
5/31/2007,13627.64,13633,13673.07,13614.72,243.51M,-0.0004
5/30/2007,13633.08,13517.89,13636.09,13456.73,224.78M,0.0083
5/29/2007,13521.34,13507.28,13564.66,13465.35,205.62M,0.001
5/25/2007,13507.28,13441.94,13516.14,13440.07,183.47M,0.0049
5/24/2007,13441.13,13522.6,13624.55,13423.9,240.81M,-0.0062
5/23/2007,13525.65,13540.84,13609.76,13505.17,208.26M,-0.0011
5/22/2007,13539.95,13544.99,13586.68,13528.98,201.29M,-0.0002
5/21/2007,13542.88,13556.53,13586.03,13529.14,215.54M,-0.001
5/18/2007,13556.53,13476.4,13558.48,13476.4,282.94M,0.0059
5/17/2007,13476.73,13486.96,13516.71,13447.79,195.81M,-0.0008
5/16/2007,13487.53,13374.13,13489.57,13363.93,237.79M,0.0077
5/15/2007,13383.84,13346.05,13481.6,13339.47,265.25M,0.0028
5/14/2007,13346.78,13325.81,13383.76,13297.04,199.62M,0.0015
5/11/2007,13326.22,13212.2,13333.45,13212.04,210.57M,0.0084
5/10/2007,13215.13,13359.05,13359.13,13210.9,224.64M,-0.0111
5/9/2007,13362.87,13300.62,13369.29,13278.35,237.04M,0.004
5/8/2007,13309.07,13309.4,13314.43,13237.56,225.60M,-0.0003
5/7/2007,13312.97,13264.13,13317.69,13260.8,206.19M,0.0036
5/4/2007,13264.62,13243.08,13284.53,13228.78,236.32M,0.0018
5/3/2007,13241.38,13206.65,13246.82,13196.03,247.24M,0.0022
5/2/2007,13211.88,13133.94,13256.33,13130.53,251.34M,0.0058
5/1/2007,13136.14,13062.75,13137.76,13041.3,248.96M,0.0056
4/30/2007,13062.91,13120.21,13162.06,13061.53,264.09M,-0.0044
4/27/2007,13120.94,13104.04,13148,13073.4,270.91M,0.0012
4/26/2007,13105.5,13088.84,13132.8,13068.12,251.62M,0.0012
4/25/2007,13089.89,12951.42,13107.45,12951.42,250.17M,0.0105
4/24/2007,12953.94,12919.64,12989.86,12901.68,238.39M,0.0027
4/23/2007,12919.4,12961.49,12983.92,12916.63,223.28M,-0.0033
4/20/2007,12961.98,12811.15,12966.29,12810.17,415.65M,0.012
4/19/2007,12808.63,12799.77,12830.08,12734.92,262.59M,0.0004
4/18/2007,12803.84,12771.08,12838.46,12728.99,261.95M,0.0024
4/17/2007,12773.04,12719.56,12790.02,12707.45,256.88M,0.0041
4/16/2007,12720.46,12611.64,12731.18,12611.31,225.02M,0.0086
4/13/2007,12612.13,12551.91,12615.38,12530.21,224.24M,0.0047
4/12/2007,12552.96,12483.64,12557.35,12428.22,218.30M,0.0055
4/11/2007,12484.62,12573.12,12580.03,12455.85,245.47M,-0.0071
4/10/2007,12573.85,12568.49,12588.56,12549.47,214.69M,0.0004
4/9/2007,12569.14,12562.64,12593.6,12555.32,191.59M,0.0007
4/5/2007,12560.2,12523.22,12572.47,12500.39,164.93M,0.0024
4/4/2007,12530.05,12511.36,12541.51,12495.75,210.13M,0.0016
4/3/2007,12510.3,12379.05,12534.27,12379.05,220.47M,0.0103
4/2/2007,12382.3,12354.52,12394.98,12324.28,209.42M,0.0023
3/30/2007,12354.35,12348.91,12416.68,12242.6,233.63M,0.0005
3/29/2007,12348.75,12301.48,12381.91,12267.59,208.16M,0.0039
3/28/2007,12300.36,12396.49,12396.49,12257.42,224.83M,-0.0078
3/27/2007,12397.29,12468.59,12468.67,12377.27,209.03M,-0.0058
3/26/2007,12469.07,12480.37,12486.78,12367.17,219.96M,-0.001
3/23/2007,12481.01,12460.5,12511.05,12448.65,206.41M,0.0016
3/22/2007,12461.14,12446.72,12476.28,12408.51,232.69M,0.0011
3/21/2007,12447.52,12288.98,12480.45,12263.51,246.00M,0.013
3/20/2007,12288.1,12226.81,12294.03,12213.11,196.62M,0.0051
3/19/2007,12226.17,12110.41,12234.67,12110.41,208.48M,0.0096
3/16/2007,12110.41,12160.16,12190.36,12082.13,388.66M,-0.0041
3/15/2007,12159.68,12133.16,12188.12,12105.92,232.60M,0.0022
3/14/2007,12133.4,12074.52,12142.94,11939.61,333.45M,0.0048
3/13/2007,12075.96,12307.49,12307.57,12071.48,312.34M,-0.0197
3/12/2007,12318.62,12275.68,12349.95,12246.52,219.58M,0.0034
3/9/2007,12276.32,12262.06,12330.88,12228.5,211.04M,0.0013
3/8/2007,12260.7,12193.33,12303.64,12193.33,241.07M,0.0056
3/7/2007,12192.45,12204.46,12256.94,12178.99,263.54M,-0.0012
3/6/2007,12207.59,12051.17,12224.41,12050.61,278.81M,0.013
3/5/2007,12050.41,12111.61,12188.84,12039.11,278.77M,-0.0053
3/2/2007,12114.1,12233.78,12247.4,12107.37,315.18M,-0.0098
3/1/2007,12234.34,12265.59,12289.22,12059.54,372.01M,-0.0028
2/28/2007,12268.63,12214.92,12353.47,12186.04,412.82M,0.0043
2/27/2007,12216.24,12628.9,12629.38,12086.06,393.30M,-0.0329
2/26/2007,12632.26,12647.88,12697.23,12608.47,230.08M,-0.0012
2/23/2007,12647.48,12679.89,12682.13,12628.02,215.43M,-0.003
2/22/2007,12686.02,12735.77,12763.73,12650.61,206.86M,-0.0041
2/21/2007,12738.41,12782.87,12782.87,12707.17,213.47M,-0.0038
2/20/2007,12786.64,12766.85,12795.93,12704.68,205.76M,0.0015
2/16/2007,12767.57,12764.13,12769.17,12744.02,243.56M,0.0002
2/15/2007,12765.01,12741.7,12779.03,12728.72,183.28M,0.0018
2/14/2007,12741.86,12651.29,12759.4,12651.21,210.88M,0.0069
2/13/2007,12654.85,12549.19,12658.22,12549.19,204.94M,0.0081
2/12/2007,12552.55,12580.11,12607.51,12536.21,174.98M,-0.0022
2/9/2007,12580.83,12638.03,12675.68,12545.1,220.33M,-0.0045
2/8/2007,12637.63,12665.67,12665.83,12575.86,193.82M,-0.0023
2/7/2007,12666.87,12656.86,12700.28,12630.5,194.02M,0
2/6/2007,12666.31,12661.66,12680.57,12633.94,201.00M,0.0004
2/5/2007,12661.74,12653.41,12681.21,12629.86,204.14M,0.0007
2/2/2007,12653.49,12673.84,12683.93,12638.35,203.61M,-0.0016
2/1/2007,12673.68,12617.2,12682.57,12616.08,235.13M,0.0041
1/31/2007,12621.69,12520.03,12657.02,12505.2,258.41M,0.0079
1/30/2007,12523.31,12492.23,12538.45,12459.46,244.04M,0.0026
1/29/2007,12490.78,12487.1,12542.7,12481.49,234.51M,0.0003
1/26/2007,12487.02,12503.28,12539.09,12431.34,247.02M,-0.0012
1/25/2007,12502.56,12621.77,12622.65,12487.34,245.78M,-0.0094
1/24/2007,12621.77,12534.37,12623.45,12531.08,216.92M,0.007
1/23/2007,12533.8,12477.81,12554.23,12468.35,236.76M,0.0045
1/22/2007,12477.16,12566.33,12572.58,12450.89,240.59M,-0.007
1/19/2007,12565.53,12567.93,12586.84,12523.55,287.48M,-0.0002
1/18/2007,12567.93,12575.06,12611.91,12547.34,250.69M,-0.0007
1/17/2007,12577.15,12571.46,12614,12550.55,272.72M,-0.0004
1/16/2007,12582.59,12555.84,12585.08,12538.93,242.72M,0.0021
1/12/2007,12556.08,12514.66,12561.04,12489.66,256.53M,0.0033
1/11/2007,12514.98,12442.96,12544.46,12442.96,261.72M,0.0059
1/10/2007,12442.16,12417,12451.61,12355.63,226.57M,0.0021
1/9/2007,12416.6,12424.77,12466.43,12369.17,225.16M,-0.0006
1/8/2007,12423.49,12392.01,12445.92,12337.37,223.50M,0.0021
1/5/2007,12398.01,12480.05,12480.13,12365.41,235.22M,-0.0066
1/4/2007,12480.69,12473.16,12510.41,12403.86,259.06M,0.0005
1/3/2007,12474.52,12459.54,12580.35,12404.82,327.20M,0.0009
12/29/2006,12463.15,12500.48,12526.03,12451.13,161.56M,-0.0031
12/28/2006,12501.52,12510.57,12529.88,12478.13,126.74M,-0.0007
12/27/2006,12510.57,12408.43,12519.22,12407.79,143.65M,0.0083
12/26/2006,12407.63,12341.94,12418.2,12337.05,110.21M,0.0052
12/22/2006,12343.22,12413.08,12420.21,12341.7,138.05M,-0.0063
12/21/2006,12421.25,12461.62,12483.73,12396.01,192.09M,-0.0034
12/20/2006,12463.87,12471.32,12498.47,12456.58,193.30M,-0.0006
12/19/2006,12471.32,12439.51,12491.91,12397.61,233.45M,0.0024
12/18/2006,12441.27,12446.24,12490.7,12428.94,237.31M,-0.0003
12/15/2006,12445.52,12417.96,12486.3,12417.88,417.75M,0.0023
12/14/2006,12416.76,12317.5,12431.26,12307.01,253.90M,0.0081
12/13/2006,12317.5,12312.71,12368.61,12301.56,213.52M,0.0002
12/12/2006,12315.58,12328.24,12333.92,12252.05,248.14M,-0.001
12/11/2006,12328.48,12306.21,12354.59,12297.63,213.85M,0.0017
12/8/2006,12307.49,12278.41,12332.88,12243.08,240.80M,0.0024
12/7/2006,12278.41,12310.13,12360.76,12264.47,212.23M,-0.0025
12/6/2006,12309.25,12328.72,12335.45,12294.83,220.84M,-0.0018
12/5/2006,12331.6,12283.69,12335.37,12276.08,233.17M,0.0039
12/4/2006,12283.85,12195.57,12309.97,12195.57,270.63M,0.0074
12/1/2006,12194.13,12220.97,12248.04,12089.98,275.41M,-0.0023
11/30/2006,12221.93,12226.73,12275.12,12162.48,294.89M,-0.0004
11/29/2006,12226.73,12134.4,12240.67,12134.4,219.27M,0.0074
11/28/2006,12136.45,12118.94,12149.19,12072.6,222.63M,0.0012
